,Month,Age,Survival,Segment Rate (Annual),Discount Factor,PV of Payment
323,324,81.976,0.6391939500091234,0.054000000000000006,0.23346355197000515,776.131407178081
324,325,82.0594,0.6361700938987748,0.054000000000000006,0.23241767244400716,768.9992398982837
325,326,82.1427,0.6330915853884425,0.054000000000000006,0.23137647829169455,761.8496308104787
326,327,82.226,0.6300130768781107,0.054000000000000006,0.23033994852333953,754.74864691761
327,328,82.3094,0.6269345683677788,0.054000000000000006,0.2293080622432449,747.6959960387313
328,329,82.3927,0.6238560598574465,0.054000000000000006,0.228280798649323,740.6913876348873
329,330,82.476,0.6207775513471148,0.054000000000000006,0.22725813703267597,733.7345328002662
330,331,82.5594,0.6176990428367829,0.054000000000000006,0.22624005677717868,726.8251442533957
331,332,82.6427,0.6146205343264506,0.054000000000000006,0.2252265373590629,719.962936328389
332,333,82.726,0.6115420258161188,0.054000000000000006,0.22421755834650364,713.1476249662368
333,334,82.8094,0.608463517305787,0.054000000000000006,0.22321309939920725,706.3789277061394
334,335,82.8927,0.6053850087954546,0.054000000000000006,0.2222131402680012,699.65656367689
335,336,82.976,0.6023065002851229,0.054000000000000006,0.2212176607944263,692.9802535883036
336,337,83.0594,0.5990974565011149,0.054000000000000006,0.22022664091032984,686.2002059320537
337,338,83.1427,0.595835747188822,0.054000000000000006,0.21924006063746126,679.4069456096807
338,339,83.226,0.5925740378765297,0.054000000000000006,0.2182579000870695,672.6607794023912
339,340,83.3094,0.5893123285642374,0.054000000000000006,0.21728013945950173,665.9614216956726
340,341,83.3927,0.5860506192519445,0.054000000000000006,0.21630675904380464,659.3085884888974
341,342,83.476,0.5827889099396522,0.054000000000000006,0.21533773921732666,652.7019973865964
342,343,83.5594,0.5795272006273599,0.054000000000000006,0.21437306044532276,646.1413675897735
343,344,83.6427,0.576265491315067,0.054000000000000006,0.21341270328056022,639.6264198872694
344,345,83.726,0.5730037820027747,0.054000000000000006,0.21245664836292705,633.1568766471748
345,346,83.8094,0.5697420726904824,0.054000000000000006,0.21150487641904137,626.7324618082787
346,347,83.8927,0.5664803633781895,0.054000000000000006,0.210557368261863,620.3529008715698
347,348,83.976,0.5632186540658972,0.054000000000000006,0.20961410479030665,614.0179208917814
348,349,84.0594,0.559834757476242,0.054000000000000006,0.20867506698885682,607.5946393123335
349,350,84.1427,0.5564015634259788,0.054000000000000006,0.2077402359271845,601.1633222054833
350,351,84.226,0.5529683693757161,0.054000000000000006,0.20680959275976554,594.7774338507904
351,352,84.3094,0.5495351753254535,0.054000000000000006,0.20588311872550077,588.4366962910356
352,353,84.3927,0.5461019812751902,0.054000000000000006,0.20496079514733778,582.1408331476988
353,354,84.476,0.5426687872249275,0.054000000000000006,0.2040426034318943,575.8895696123959
354,355,84.5594,0.5392355931746649,0.054000000000000006,0.2031285250690834,569.6826324383524
355,356,84.6427,0.5358023991244016,0.054000000000000006,0.20221854163174058,563.5197499319299
356,357,84.726,0.532369205074139,0.054000000000000006,0.20131263477525196,557.4006519441959
357,358,84.8094,0.5289360110238763,0.054000000000000006,0.20041078623718464,551.325069862532
358,359,84.8927,0.5255028169736131,0.054000000000000006,0.19951297783691851,545.2927366022936
359,360,84.976,0.5220696229233504,0.054000000000000006,0.19861919147527976,539.3033865985111
360,361,85.0594,0.5185273002869185,0.054000000000000006,0.197729409134176,533.2445298423311
361,362,85.1427,0.5149409488260951,0.054000000000000006,0.19684361287623295,527.184059604502
362,363,85.226,0.5113545973652722,0.054000000000000006,0.195961784844433,521.1671875793513
363,364,85.3094,0.5077682459044494,0.054000000000000006,0.19508390726175515,515.1936447681946
364,365,85.3927,0.5041818944436258,0.054000000000000006,0.19420996243081648,509.2631637075182
365,366,85.476,0.500595542982803,0.054000000000000006,0.19333993273351566,503.3754784606257
366,367,85.5594,0.4970091915219801,0.054000000000000006,0.1924738006306776,497.53032460932144
367,368,85.6427,0.4934228400611566,0.054000000000000006,0.19161154866169997,491.72743924564503
368,369,85.726,0.48983648860033374,0.054000000000000006,0.19075315944420107,485.9665609636478
369,370,85.8094,0.4862501371395109,0.054000000000000006,0.18989861567366956,480.24742985120787
370,371,85.8927,0.4826637856786874,0.054000000000000006,0.1890479001231156,474.5697874818948
371,372,85.976,0.47907743421786453,0.054000000000000006,0.18820099564272333,468.9333769068751
372,373,86.0594,0.47540380388569203,0.054000000000000006,0.18735788515950555,463.2528945478406
373,374,86.1427,0.4716949601760292,0.054000000000000006,0.18651855167695927,457.5797368542137
374,375,86.226,0.46798611646636695,0.054000000000000006,0.185682978274723,451.94811183648216
375,376,86.3094,0.4642772727567047,0.054000000000000006,0.18485114810823597,446.35776122954826
376,377,86.3927,0.46056842904704187,0.054000000000000006,0.18402304440839817,440.8084282487686
377,378,86.476,0.45685958533737964,0.054000000000000006,0.18319865048123266,435.2998575818757
378,379,86.5594,0.4531507416277174,0.054000000000000006,0.18237794970754867,429.8317953809347
379,380,86.6427,0.44944189791805456,0.054000000000000006,0.18156092554260694,424.40398925434994
380,381,86.726,0.4457330542083923,0.054000000000000006,0.18074756151578594,419.0161882589125
381,382,86.8094,0.4420242104987301,0.054000000000000006,0.1799378412302498,413.6681428918847
382,383,86.8927,0.4383153667890672,0.054000000000000006,0.17913174836261803,408.35960508313224
383,384,86.976,0.43460652307940495,0.054000000000000006,0.17832926666263618,403.0903281872971
384,385,87.0594,0.43083814764397466,0.054000000000000006,0.17753037995284837,397.80509964261165
385,386,87.1427,0.42704575364483544,0.054000000000000006,0.17673507212827116,392.5370577805475
386,387,87.226,0.4232533596456949,0.054000000000000006,0.17594332715606886,387.3082323556014
387,388,87.3094,0.4194609656465544,0.054000000000000006,0.17515512907523034,382.11837772518027
388,389,87.3927,0.4156685716474151,0.054000000000000006,0.17437046199624723,376.96724966053625
389,390,87.476,0.4118761776482746,0.054000000000000006,0.17358931010079365,371.85460533902665
390,391,87.5594,0.40808378364913406,0.054000000000000006,0.17281165764140735,366.78020333642297
391,392,87.6427,0.40429138964999484,0.054000000000000006,0.17203748894117207,361.74380361925165
392,393,87.726,0.40049899565085434,0.054000000000000006,0.1712667883934018,356.74516753717535
393,394,87.8094,0.3967066016517138,0.054000000000000006,0.17049954046132584,351.7840578154239
394,395,87.8927,0.39291420765257457,0.054000000000000006,0.16973572967777584,346.8602385472566
395,396,87.976,0.389121813653434,0.054000000000000006,0.16897534064487393,341.97347518646274
396,397,88.0594,0.3853096277715392,0.054000000000000006,0.16821835803372218,337.1062186820292
397,398,88.1427,0.3814894566919927,0.054000000000000006,0.16746476658409376,332.2687532610364
398,399,88.226,0.3776692856124449,0.054000000000000006,0.1667145511041252,327.4678646136109
399,400,88.3094,0.37384911453289704,0.054000000000000006,0.16596769647001017,322.70332210647695
400,401,88.3927,0.3700289434533505,0.054000000000000006,0.16522418762569455,317.97489643870114
401,402,88.476,0.3662087723738027,0.054000000000000006,0.16448400958257298,313.2823596343806
402,403,88.5594,0.3623886012942549,0.054000000000000006,0.16374714741918664,308.6254850353791
403,404,88.6427,0.35856843021470836,0.054000000000000006,0.1630135862809225,304.0040472940925
404,405,88.726,0.35474825913516056,0.054000000000000006,0.1622833113797138,299.41782236625255
405,406,88.8094,0.3509280880556127,0.054000000000000006,0.16155630799374196,294.8665875037778
406,407,88.8927,0.34710791697606624,0.054000000000000006,0.16083256146713984,290.3501212476541
407,408,88.976,0.3432877458965184,0.054000000000000006,0.16011205720969623,285.8682034208512
408,409,89.0594,0.339494940287225,0.054000000000000006,0.1593947806965617,281.44330125700014
409,410,89.1427,0.3357131755016666,0.054000000000000006,0.15868071746795592,277.06141962991137
410,411,89.226,0.331931410716107,0.054000000000000006,0.157969853128876,272.7131499883087
411,412,89.3094,0.32814964593054735,0.054000000000000006,0.15726217334880638,268.3982791193743
412,413,89.3927,0.324367881144989,0.054000000000000006,0.15655766386142994,264.11659504605115
413,414,89.476,0.32058611635942935,0.054000000000000006,0.15585631046434043,259.867887020247
414,415,89.5594,0.3168043515738697,0.054000000000000006,0.15515809901875602,255.65194551608363
415,416,89.6427,0.31302258678831135,0.054000000000000006,0.15446301544923446,251.4685622231725
416,417,89.726,0.3092408220027517,0.054000000000000006,0.15377104574338923,247.31753003992625
417,418,89.8094,0.3054590572171921,0.054000000000000006,0.153082175951607,243.19864306691497
418,419,89.8927,0.3016772924316337,0.054000000000000006,0.15239639218676657,239.11169660024862
419,420,89.976,0.2978955276460741,0.054000000000000006,0.15171368062395876,235.0564871249942
420,421,90.0594,0.29420482823183347,0.054000000000000006,0.1510340275002078,231.10434615538853
421,422,90.1427,0.29055086988959605,0.054000000000000006,0.15035741911419398,227.21162939327616
422,423,90.226,0.2868969115473574,0.054000000000000006,0.14968384182597708,223.3491521064144
423,424,90.3094,0.2832429532051187,0.054000000000000006,0.14901328205672182,219.5167214815662
424,425,90.3927,0.2795889948628813,0.054000000000000006,0.14834572628842393,215.71414582616467
425,426,90.476,0.27593503652064266,0.054000000000000006,0.14768116106363757,211.9412345621385
426,427,90.5594,0.27228107817840397,0.054000000000000006,0.14701957298520416,208.19779821977963
427,428,90.6427,0.26862711983616655,0.054000000000000006,0.14636094871598224,204.48364843163424
428,429,90.726,0.2649731614939279,0.054000000000000006,0.14570527497857866,200.79859792642682
429,430,90.8094,0.2613192031516892,0.054000000000000006,0.1450525385550808,197.14246052302437
430,431,90.8927,0.2576652448094518,0.054000000000000006,0.14440272628679024,193.51505112442499
431,432,90.976,0.25401128646721316,0.054000000000000006,0.14375582507395743,189.91618571177787
432,433,91.0594,0.25050823631688823,0.054000000000000006,0.14311182187551763,186.4580051519798
433,434,91.1427,0.24706607131603975,0.054000000000000006,0.1424707037088279,183.07211231341378
434,435,91.226,0.2436239063151901,0.054000000000000006,0.14183245764940558,179.712813975406
435,436,91.3094,0.24018174131434045,0.054000000000000006,0.1411970708306676,176.37993981109582
436,437,91.3927,0.236739576313492,0.054000000000000006,0.1405645304436711,173.0733204859728
437,438,91.476,0.23329741131264234,0.054000000000000006,0.13993482373685523,169.79278765240105
438,439,91.5594,0.2298552463117927,0.054000000000000006,0.13930793801578423,166.53817394418095
439,440,91.6427,0.22641308131094423,0.054000000000000006,0.1386838606428912,163.30931297113142
440,441,91.726,0.22297091631009458,0.054000000000000006,0.13806257903722371,160.1060393137019
441,442,91.8094,0.21952875130924493,0.054000000000000006,0.13744408067418987,156.9281885176196
442,443,91.8927,0.21608658630839647,0.054000000000000006,0.136828353085306,153.7755970885586
443,444,91.976,0.21264442130754682,0.054000000000000006,0.13621538385794524,150.64810248683693
444,445,92.0594,0.2094019183715827,0.054000000000000006,0.13560516063508737,147.68636018753136
445,446,92.1427,0.20623997073557346,0.054000000000000006,0.13499767111506955,144.80469008785164
446,447,92.226,0.20307802309956313,0.054000000000000006,0.13439290305133855,141.9458749207083
447,448,92.3094,0.19991607546355283,0.054000000000000006,0.13379084425220364,139.10976774534635
448,449,92.3927,0.1967541278275436,0.054000000000000006,0.13319148258059096,136.29622247887815
449,450,92.476,0.19359218019153326,0.054000000000000006,0.13259480595379888,133.50509389154396
450,451,92.5594,0.19043023255552297,0.054000000000000006,0.13200080234325426,130.7362376020042
451,452,92.6427,0.18726828491951372,0.054000000000000006,0.13140945977427004,127.98951007265033
452,453,92.726,0.1841063372835034,0.054000000000000006,0.13082076632580392,125.26476860494087
453,454,92.8094,0.1809443896474931,0.054000000000000006,0.13023471013021795,122.56187133476847
454,455,92.8927,0.17778244201148385,0.054000000000000006,0.1296512793730393,119.88067722784524
455,456,92.976,0.17462049437547353,0.054000000000000006,0.12907046229272204,117.22104607511282
456,457,93.0594,0.1716958574064273,0.054000000000000006,0.12849224718041022,114.74142918162717
457,458,93.1427,0.16886696537506202,0.054000000000000006,0.12791662237970156,112.34537443606592
458,459,93.226,0.1660380733436958,0.054000000000000006,0.1273435762864127,109.96848483509487
459,460,93.3094,0.1632091813123296,0.054000000000000006,0.12677309734834516,107.61063675148213
460,461,93.3927,0.16038028928096432,0.054000000000000006,0.1262051740650524,105.27170728103161
461,462,93.476,0.1575513972495981,0.054000000000000006,0.1256397949876082,102.95157423858419
462,463,93.5594,0.1547225052182319,0.054000000000000006,0.12507694871837552,100.65011615404549
463,464,93.6427,0.15189361318686662,0.054000000000000006,0.12451662391077702,98.3672122684295
464,465,93.726,0.1490647211555004,0.054000000000000006,0.12395880926906623,96.10274252992325
465,466,93.8094,0.1462358291241342,0.054000000000000006,0.12340349354809979,93.85658758997779
466,467,93.8927,0.14340693709276892,0.054000000000000006,0.1228506655531108,91.62862879941484
467,468,93.976,0.1405780450614027,0.054000000000000006,0.12230031413948314,89.41874820455386
468,469,94.0594,0.1380079479245291,0.054000000000000006,0.12175242821252677,87.39070510734624
469,470,94.1427,0.1355422637133883,0.054000000000000006,0.12120699672725412,85.44485923831473
470,471,94.226,0.1330765795022466,0.054000000000000006,0.12066400868815742,83.51469368670008
471,472,94.3094,0.13061089529110492,0.054000000000000006,0.120123453148987,81.6001070129819
472,473,94.3927,0.12814521107996407,0.054000000000000006,0.11958531921253061,79.70099837181766
473,474,94.476,0.1256795268688224,0.054000000000000006,0.11904959603039383,77.81726750875343
474,475,94.5594,0.1232138426576807,0.054000000000000006,0.11851627280278133,75.94881475695655
475,476,94.6427,0.12074815844653987,0.054000000000000006,0.11798533877827908,74.09554103396123
476,477,94.726,0.11828247423539819,0.054000000000000006,0.11745678325363772,72.2573478384314
477,478,94.8094,0.1158167900242565,0.054000000000000006,0.11693059557355673,70.43413724694571
478,479,94.8927,0.11335110581311567,0.054000000000000006,0.1164067651304696,68.6258119107947
479,480,94.976,0.11088542160197398,0.054000000000000006,0.11588528136433013,66.83227505279534
480,481,95.0594,0.10867822756609441,0.054000000000000006,0.11536613376239935,65.20852835540364
481,482,95.1427,0.10657532351447117,0.054000000000000006,0.11484931185903369,63.660283845776824
482,483,95.226,0.10447241946284723,0.054000000000000006,0.11433480523547407,62.124602445552114
483,484,95.3094,0.10236951541122329,0.054000000000000006,0.11382260351963572,60.60140266494886
484,485,95.3927,0.10026661135960005,0.054000000000000006,0.11331269638589918,59.09060349218022
485,486,95.476,0.0981637073079761,0.054000000000000006,0.11280507355490213,57.592124390804635
486,487,95.5594,0.09606080325635215,0.054000000000000006,0.11229972479333214,56.105885297095156
487,488,95.6427,0.09395789920472891,0.054000000000000006,0.11179663991372038,54.631806617419166
488,489,95.726,0.09185499515310497,0.054000000000000006,0.11129580877423634,53.16980922563206
489,490,95.8094,0.08975209110148102,0.054000000000000006,0.11079722127848317,51.7198144604884
490,491,95.8927,0.08764918704985779,0.054000000000000006,0.11030086737529435,50.28174412306348
491,492,95.976,0.08554628299823383,0.054000000000000006,0.10980673705853096,48.855520474188424
492,493,96.0594,0.08369689114810518,0.054000000000000006,0.10931482036688,47.58519856802769
493,494,96.1427,0.08194978087783113,0.054000000000000006,0.10882510738365357,46.383168727259566
494,495,96.226,0.08020267060755648,0.054000000000000006,0.10833758823658893,45.190953704879995
495,496,96.3094,0.07845556033728183,0.054000000000000006,0.10785225309764952,44.00848968674746
496,497,96.3927,0.07670845006700779,0.054000000000000006,0.1073690921828268,42.83571323350148
497,498,96.476,0.07496133979673314,0.054000000000000006,0.10688809575194307,41.672561278484444
498,499,96.5594,0.0732142295264585,0.054000000000000006,0.10640925410845502,40.51897112567737
499,500,96.6427,0.07146711925618444,0.054000000000000006,0.10593255759925835,39.37488044764386
500,501,96.726,0.0697200089859098,0.054000000000000006,0.10545799661449315,38.24022728348498
501,502,96.8094,0.06797289871563515,0.054000000000000006,0.10498556158735008,37.114950036807926
502,503,96.8927,0.0662257884453611,0.054000000000000006,0.10451524299387763,35.99898747370281
503,504,96.976,0.06447867817508646,0.054000000000000006,0.10404703135279007,34.892278720730026
504,505,97.0594,0.06296926959491052,0.054000000000000006,0.10358091722527635,33.922817966675574
505,506,97.1427,0.06155576371391034,0.054000000000000006,0.1031168912148097,33.01277629219639
506,507,97.226,0.060142257832909676,0.054000000000000006,0.1026549439669584,32.11020750509885
507,508,97.3094,0.05872875195190901,0.054000000000000006,0.10219506616919702,31.215062914294528
508,509,97.3927,0.05731524607090883,0.054000000000000006,0.10173724855071878,30.32729411497848
509,510,97.476,0.055901740189908164,0.054000000000000006,0.10128148188224867,29.446852987040632
510,511,97.5594,0.0544882343089075,0.054000000000000006,0.10082775697585732,28.573691693487966
511,512,97.6427,0.05307472842790732,0.054000000000000006,0.10037606468477585,27.707762678872847
512,513,97.726,0.05166122254690666,0.054000000000000006,0.09992639590321138,26.84901866772973
513,514,97.8094,0.050247716665905995,0.054000000000000006,0.09947874156616365,25.99741266302256
514,515,97.8927,0.04883421078490581,0.054000000000000006,0.09903309264924208,25.152897944598077
515,516,97.976,0.04742070490390515,0.054000000000000006,0.0985894401684839,24.315428067647535
516,517,98.0594,0.04622152215302539,0.054000000000000006,0.09814777518017313,23.594360814736916
517,518,98.1427,0.045108809829284134,0.054000000000000006,0.09770808878066016,22.92320829283774
518,519,98.226,0.0439960975055425,0.054000000000000006,0.09727037210618233,22.25759556914136
519,520,98.3094,0.04288338518180087,0.054000000000000006,0.09683461633268527,21.597486478162608
520,521,98.3927,0.04177067285805961,0.054000000000000006,0.09640081267564488,20.942845067269474
521,522,98.476,0.04065796053431798,0.054000000000000006,0.09596895238989038,20.29363559550126
522,523,98.5594,0.039545248210576346,0.054000000000000006,0.09553902676942795,19.649822532394715
523,524,98.6427,0.038432535886835095,0.054000000000000006,0.09511102714726526,19.011370556814807
524,525,98.726,0.037319823563093456,0.054000000000000006,0.0946849448952367,18.37824455579166
525,526,98.8094,0.03620711123935182,0.054000000000000006,0.09426077142382946,17.750409623365478
526,527,98.8927,0.03509439891561057,0.054000000000000006,0.09383849818201043,17.1278310594359
527,528,98.976,0.03398168659186893,0.054000000000000006,0.09341811665705368,16.51047436861753
528,529,99.0594,0.033055691850440355,0.054000000000000006,0.09299961837436904,15.988618181454912
529,530,99.1427,0.032205029851155656,0.054000000000000006,0.09258299489733104,15.50738056735508
530,531,99.226,0.03135436785187067,0.054000000000000006,0.09216823782710908,15.030133813827138
531,532,99.3094,0.030503705852585692,0.054000000000000006,0.09175533880249784,14.556851821976457
532,533,99.3927,0.029653043853300996,0.054000000000000006,0.09134428949974897,14.087508646653719
533,534,99.476,0.028802381854016013,0.054000000000000006,0.09093508163240314,13.622078495600782
534,535,99.5594,0.02795171985473103,0.054000000000000006,0.09052770695112311,13.160535728602333
535,536,99.6427,0.027101057855446337,0.054000000000000006,0.09012215724352725,12.702854856640828
536,537,99.726,0.026250395856161353,0.054000000000000006,0.08971842433402413,12.249010541055988
537,538,99.8094,0.02539973385687637,0.054000000000000006,0.08931650008364772,11.798977592710012
538,539,99.8927,0.024549071857591677,0.054000000000000006,0.0889163763898932,11.352730971155992
539,540,99.976,0.023698409858306693,0.054000000000000006,0.08851804518655373,10.910245783810824
540,541,100.0594,0.02300445284383192,0.054000000000000006,0.08812149844355771,10.543317747838936
541,542,100.1427,0.02237371974253728,0.054000000000000006,0.08772672816680709,10.208305057956979
542,543,100.226,0.021742986641242423,0.054000000000000006,0.08733372639801602,9.876082381494857
543,544,100.3094,0.02111225353994757,0.054000000000000006,0.08694248521455054,9.54663144418181
544,545,100.3927,0.02048152043865293,0.054000000000000006,0.08655299672926885,9.219934079486011
545,546,100.476,0.019850787337358074,0.054000000000000006,0.08616525309036221,8.895972228015731
546,547,100.5594,0.019220054236063218,0.054000000000000006,0.08577924648119684,8.574727936924548
547,548,100.6427,0.018589321134768577,0.054000000000000006,0.08539496912015615,8.256183359318888
548,549,100.726,0.01795858803347372,0.054000000000000006,0.08501241326048396,7.940320753668717
549,550,100.8094,0.01732785493217887,0.054000000000000006,0.08463157119012839,7.6271224832222835
550,551,100.8927,0.01669712183088423,0.054000000000000006,0.08425243523158626,7.316571015423074
551,552,100.976,0.016066388729589372,0.054000000000000006,0.08387499774174839,7.008648921329951
552,553,101.0594,0.015562387593409515,0.054000000000000006,0.08349925111174554,6.758375559515334
553,554,101.1427,0.015109517509437592,0.054000000000000006,0.08312518776679496,6.532309438416752
554,555,101.226,0.014656647425465515,0.054000000000000006,0.08275280016604776,6.308133164090467
555,556,101.3094,0.014203777341493438,0.054000000000000006,0.08238208080243681,6.085834341026356
556,557,101.3927,0.013750907257521518,0.054000000000000006,0.08201302220252545,5.865400646846825
557,558,101.476,0.01329803717354944,0.054000000000000006,0.08164561692635684,5.646819831900154
558,559,101.5594,0.012845167089577364,0.054000000000000006,0.08127985756730398,5.430079718856567
559,560,101.6427,0.012392297005605441,0.054000000000000006,0.08091573675192033,5.2151682023059065
560,561,101.726,0.011939426921633366,0.054000000000000006,0.08055324713979128,5.002073248357437
561,562,101.8094,0.01148655683766129,0.054000000000000006,0.08019238142338606,4.790782894242394
562,563,101.8927,0.011033686753689367,0.054000000000000006,0.07983313232791046,4.581285247918064
563,564,101.976,0.010580816669717292,0.054000000000000006,0.07947549261116024,4.373568487673992
564,565,102.0594,0.010226369181003541,0.054000000000000006,0.07911945506337506,4.208121476331648
565,566,102.1427,0.009911631096716892,0.054000000000000006,0.07876501250709313,4.060336148110123
566,567,102.226,0.009596893012430135,0.054000000000000006,0.07841215779700661,3.9137904766743237
567,568,102.3094,0.009282154928143379,0.054000000000000006,0.07806088381981743,3.768476320994145
568,569,102.3927,0.00896741684385673,0.054000000000000006,0.07771118349409402,3.624385588101883
569,570,102.476,0.008652678759569973,0.054000000000000006,0.07736304977012845,3.481510232824856
570,571,102.5594,0.008337940675283217,0.054000000000000006,0.07701647562979438,3.3398422575198583
571,572,102.6427,0.008023202590996568,0.054000000000000006,0.07667145408640555,3.19937371180864
572,573,102.726,0.007708464506709811,0.054000000000000006,0.07632797818457497,3.0600966923148047
573,574,102.8094,0.007393726422423055,0.054000000000000006,0.07598604100007464,2.9220033424024963
574,575,102.8927,0.007078988338136406,0.054000000000000006,0.07564563563969601,2.7850858519161066
575,576,102.976,0.006764250253849649,0.054000000000000006,0.07530675524111101,2.649336456921375
576,577,103.0594,0.00652301835162437,0.054000000000000006,0.07496939297273372,2.5434084417477862
577,578,103.1427,0.006311443122276994,0.054000000000000006,0.07463354203358259,2.449888052448271
578,579,103.226,0.006099867892929546,0.054000000000000006,0.07429919565314345,2.357154532449435
579,580,103.3094,0.005888292663582099,0.054000000000000006,0.07396634709123291,2.2652027085111963
580,581,103.3927,0.005676717434234722,0.054000000000000006,0.07363498963786254,2.1740274379523954
581,582,103.476,0.005465142204887275,0.054000000000000006,0.07330511661310357,2.0836236084807402
582,583,103.5594,0.005253566975539827,0.054000000000000006,0.07297672136695228,1.9939861380239017
583,584,103.6427,0.005041991746192452,0.054000000000000006,0.0726497972791959,1.9051099745612696
584,585,103.726,0.004830416516845003,0.054000000000000006,0.07232433775927916,1.8169900959566085
585,586,103.8094,0.0046188412874975555,0.054000000000000006,0.07200033624617139,1.7296215097918572
586,587,103.8927,0.00440726605815018,0.054000000000000006,0.07167778620823434,1.6429992532015685
587,588,103.976,0.0041956908288027315,0.054000000000000006,0.07135668114309043,1.55711839270824
588,589,104.0594,0.004036946518508807,0.054000000000000006,0.07103701457749173,1.4914929708796323
589,590,104.1427,0.0038995172764209607,0.054000000000000006,0.07071878006718939,1.434264082465434
590,591,104.226,0.003762088034333068,0.054000000000000006,0.07040197119680376,1.3775180139282708
591,592,104.3094,0.003624658792245175,0.054000000000000006,0.07008658157969515,1.3212515878808795
592,593,104.3927,0.0034872295501573295,0.054000000000000006,0.06977260485783489,1.2654616457146755
593,594,104.476,0.003349800308069437,0.054000000000000006,0.06946003470167735,1.2101450474952178
594,595,104.5594,0.0032123710659815443,0.054000000000000006,0.0691488648100322,1.1552986718583864
595,596,104.6427,0.0030749418238936984,0.054000000000000006,0.06883908890993748,1.1009194159069624
596,597,104.726,0.0029375125818058056,0.054000000000000006,0.06853070075653309,1.0470041951077635
597,598,104.8094,0.002800083339717913,0.054000000000000006,0.06822369413293489,0.9935499431894799
598,599,104.8927,0.0026626540976300676,0.054000000000000006,0.0679180628501094,0.9405536120409063
599,600,104.976,0.002525224855542175,0.054000000000000006,0.06761380074674904,0.8880121716097215
600,601,105.0594,0.0024242073463430006,0.054000000000000006,0.06731090168914787,0.8486696768508488
601,602,105.1427,0.0023378804498367114,0.054000000000000006,0.06700935957107802,0.8147817263027989
602,603,105.226,0.002251553553330393,0.054000000000000006,0.06670916831366654,0.7811803690673842
603,604,105.3094,0.0021652266568240744,0.054000000000000006,0.0664103218652728,0.7478637174561913
604,605,105.3927,0.0020788997603177852,0.054000000000000006,0.06611281420136665,0.7148298949422613
605,606,105.476,0.0019925728638114665,0.054000000000000006,0.06581663932440683,0.6820770360979393
606,607,105.5594,0.0019062459673051479,0.054000000000000006,0.0655217912637201,0.6496032865331481
607,608,105.6427,0.0018199190707988587,0.054000000000000006,0.06522826407538089,0.6174068028339028
608,609,105.726,0.00173359217429254,0.054000000000000006,0.06493605184209147,0.585485752501154
609,610,105.8094,0.0016472652777862213,0.054000000000000006,0.06464514867306269,0.5538383138900488
610,611,105.8927,0.001560938381279932,0.054000000000000006,0.06435554870389516,0.5224626761494272
611,612,105.976,0.0014746114847736136,0.054000000000000006,0.0640672460964611,0.4913570391616428
612,613,106.0594,0.0014124339743281115,0.054000000000000006,0.06378023503878656,0.4685304104249798
613,614,106.1427,0.0013599997320339658,0.054000000000000006,0.06349450974493435,0.4491159828570307
614,615,106.226,0.0013075654897398022,0.054000000000000006,0.06321006445488737,0.4298660994512143
615,616,106.3094,0.0012551312474456385,0.054000000000000006,0.06292689343443242,0.4107796755718813
616,617,106.3927,0.001202697005151493,0.054000000000000006,0.06264499097504472,0.3918556329991408
617,618,106.476,0.0011502627628573292,0.054000000000000006,0.06236435139377275,0.3730928998931256
618,619,106.5594,0.0010978285205631656,0.054000000000000006,0.0620849690331237,0.3544904107585043
619,620,106.6427,0.0010453942782690199,0.054000000000000006,0.06180683826094943,0.3360471064091283
620,621,106.726,0.0009929600359748563,0.054000000000000006,0.06152995347033293,0.3177619339328707
621,622,106.8094,0.0009405257936806927,0.054000000000000006,0.0612543090794753,0.2996338466567038
622,623,106.8927,0.000888091551386547,0.054000000000000006,0.060979899531583184,0.28166180411191255
623,624,106.976,0.0008356573090923834,0.054000000000000006,0.06070671929475678,0.2638447719994943
624,625,107.0594,0.0007986366082426692,0.054000000000000006,0.06043476286187833,0.2510264877636655
625,626,107.1427,0.000767834627284098,0.054000000000000006,0.06016402475050108,0.24026366008576308
626,627,107.226,0.0007370326463255164,0.054000000000000006,0.05989449950273876,0.22959222607140864
627,628,107.3094,0.0007062306653669349,0.054000000000000006,0.05962618168515556,0.21901158286139144
628,629,107.3927,0.0006754286844083638,0.054000000000000006,0.0593590658886566,0.20852113116375015
629,630,107.476,0.0006446267034497822,0.054000000000000006,0.059093146728378905,0.1981202752339008
630,631,107.5594,0.0006138247224912006,0.054000000000000006,0.05882841884358278,0.18780842285489965
631,632,107.6427,0.0005830227415326295,0.054000000000000006,0.05856487689754384,0.17758498531778308
632,633,107.726,0.0005522207605740479,0.054000000000000006,0.05830251557744534,0.16744937740201288
633,634,107.8094,0.0005214187796154662,0.054000000000000006,0.05804132959427112,0.15740101735605477
634,635,107.8927,0.0004906167986568952,0.054000000000000006,0.057781313682698975,0.1474393268780328
635,636,107.976,0.0004598148176983136,0.054000000000000006,0.05752246260099451,0.1375637310964869
636,637,108.0594,0.00043847807220363154,0.054000000000000006,0.05726477113090543,0.13059270651603289
637,638,108.1427,0.00042096015369727253,0.054000000000000006,0.05700823407755643,0.12481365215953098
638,639,108.226,0.0004034422351909075,0.054000000000000006,0.05675284626934439,0.11908375542756759
639,640,108.3094,0.0003859243166845425,0.054000000000000006,0.05649860255783414,0.1134026918631735
